idx,item_nm
1775,Сцепление 4-ручейковое в сборе
5438,Уплотнение d 30/26 x d 2
2120,Топливный фильтр VF-3810S CX0709A
4154,Вентиль быстросъемный QC-15
5015,Поршневая группа ZHAZG1 4102
4026,Стекло кабины Xingtai переднее левое
6368,Поршень TY290 (D=89.45 мм)
6688,Форсунка SC9D220 KPAL-P021C/D6114
992,"Фильтр масляный элемент WB447-S (JX1008A) Jinma 354, Булат 244"
6161,"К.круг.с. 25,07 x 2,62 Viton"
3739,Шестерня (25 зубьев) Уралец/Xingtai 224
3681,"Кольцо уплотнительное 40,95X2,"
904,"Отвал бульдозерный гидроповоротный (со сменными ножами) (Беларус 82, 892, 920 и их модификации)"
99,Крышка
5492,Насос масляный в сборе KM385BT/LL380BT Высота =250 мм
1807,"Штуцер угловой для барашковой гайки (G 1 1/2"" - 25 мм)"
5703,Подшипник
4240,Подшипник
733,Фильтр воздушный Fleetguard
195,Вкладыши коренные 4RMAZG
5846,Болт
2259,Гайка
4465,Прокладка ГБЦ 110 мм 4 шпильки
6251,R190 Вал балансирующий
3376,"Прокладка задней крышки гидробака Jinma 204, 244"
6931,"Отвал коммунальный гидроповоротный (Беларус 1220, 1221)"
1635,Головка блока цилиндров SD4BW45
3985,Втулка
624,Патрубок для подключения шланга 90°- 10 мм насадка
7209,Шланг всасывающий (76 мм)
2473,ZS1115 Кольца поршневые
2015,Клиновой ремень CNH
1067,"Комплект втулок 10шт, DN13"
6406,"Суппорт тормозной, LIUGONG"
5995,Шайба
3131,Пружина кручения возвратная Уралец/Синтай
4262,Приспособление для навески зубовых борон КСП-05.000А
3161,Пресс-фитинг 2 ORFS
6567,Ремень клиновой NH
5893,Крышка боковая левая под первичный вал Т25 (2017)
2034,Скребки Accord
6826,Коленвал (Коленчатый вал)  DLH195
4201,Воздушный фильтр 1 x 698369
6732,Пресс-фитинг без кольца круглого сечения.13/16 ORFS
2434,R180 Форсунка топливная
320,Крестовина карданного вала раздаточной коробки (Jinma-164)
846,Тавотница
774,Коробка отбора мощности  реверсивная 157к-4206008 
5279,Пресс-масленка
543,Комплект упл. 40x55x7 (25шт)
6950,Сальник 35х65х10
1567,"Штуцер угловой для барашковой гайки (G 1 1/4"" - 22 мм)"
2697,Рычаг
3102,Шайба стопорная 5&quot;
2887,"Вкладыши шатунные YD385T- комплект на шатун (0,0)"
7080,Датчик уровня топлива Уралец/ Синтай (рычажного типа)
2751,Вал
3051,Штуцер
1048,R195 Колено воздушного фильтра
2308,Стекло кабины Xingtai левое заднее
4320,Вилка 1-3/8&quot; Z6
5198,Тарелка пружины клапана верхняя TY290/295
2903,Палец
2599,Сцепление
7114,Кольцо
5085,Втулка
3565,Шайба
3023,Поршень S1100 (D=99.4 мм) под тупую форсунку
882,Штуцер прямой под вилочное соединение F (T6 - 35мм)
2626,Прокладка ГБЦ LL380
1829,Коленвал (Коленчатый вал) TY290
5873,Свеча накала 12V-65 для КМ385BT для тракторов выпущенных после 2007 г.
1354,"Фильтр 326-2 напорный с резьбовым соединением G 1 1/4"" M-M (100 меш (зелёный) без клапана)"
3653,Подшипник игольчатый 26х30х28 (Foton)
3998,Ремень приводной B3150
4615,Диск сцепления ведомый Уралец/Синтай/Xingtai двигатель TY290/295/DLH1100
7072,Стекло кабины Xingtai правое дверное
5123,Палец
3039,Суппорт
2866,Подшипник GE35KRRB
4357,"Гайка 3/4"""
7105,Гайка M8
3125,Уплотнительная шайба 12x18x2
6486,Вентиль шаровый BV
3659,Гайка
2822,Вкладыши коренные YTO
1601,Подшипник 628 RS
2063,Гайка
6954,"К.круг.с. 59,99 x 2,62 Viton"
5934,Заглушка
6735,Кулачок
2006,Пластина Lemken
4382,Втулка подшипниковая  д/к.от 4J13 до 6F50 (311100-04)
1896,R190 Электростартер
4202,Вилка с профильной трубой 2A P480
6280,Крышка подшипника
549,Муфта (28х18)мм переход. 2-х раструбная
6096,Прокладка крышки клапанов YCD4G22T-115
1888,"Подшипник 6009 2RS, передней ступицы XT244"
3945,Рычаг подъемный внутренний DongFeng
5366,"Винт M24h240-5,8B"
5532,Цепь 168 звеньев пресс-подборщик YK0870
3274,Ремкомплект
2521,FF5457 Фильтр топливный
1658,TY295 Прокладка головки блока цилиндров
2094,Помпа ручной подкачки топлива YCD4R11G
6278,Уплотнительное кольцо
6276,Коллектор выпускной YCD4R11G-68
2373,Стартер WEICHAI WD10 612600090340
4892,Уголок
4069,"Подшипник 6201Z, вентилятора R180"
4389,ТНВД на двигатель YN38
4523,Прокладка O'ring для вилочного соединения (T4 Viton)
6712,Дифференциал в сборе Т25 (2017)
7073,"Шина 23,5/70-16"
1563,Прокладка крышки клапанов ZHAZG1
1186,Кольцо уплотнительное топливного насоса Jinma 184-254
6302,Поршневая группа Weichai Deutz TD226/WP6 13038398
6496,Болт
5314,Клин 1/4&quot; x 1/4&quot; x 38 мм
4431,Прокладка
2859,Кольцо уплотнительное 30x2.50
1291,Колпачки маслосъемные (комплект) YTO
6999,"Штуцер угловой для барашковой гайки (G 3"" - 75 мм)"
1652,Турбина SD4BW45
1112,"Кольцо уплотнительное 43х4,7"
1099,Вал под ножи для почвофрезы 1GQN-160 (комплект) L=750 мм со ступицей
4140,"Кольцо уплотнительное 17,12X2,"
4047,"Отвал коммунальный механический (Беларус 82, 892, 920 и их модификации)"
5940,Цилиндр гидравлический
681,"Гайка 1/4"""
2268,Фитинг
2932,Термостат YTO
5040,Подшипник
6872,Шайба 406 IDX1 ODX375L
754,Камера резиновая
3651,"Барабан высевной ф.10 (соя, горох, спаржевая фасоль)"
3337,"Нож в сборе (Полотно Нож косилки 9G дополнительное (1,4м)"
2736,Шайба стопорная ведущего вала Почвофреза 1GQN-160
473,"Крестовина Ø30,2x79,4мм 5 Bondioli&Pavesi"
2495,Корпус подшипников полуоси Т15
7000,"Кран 3-х ходовой (G 1 1/4"", с прерыванием потока)"
5833,Прокладка ГБЦ DL190A-12 Уралец/Синтай 120
2192,Клапан выпускной ZN490
5855,Масляный фильтр JX0818 WELIDA
2491,Глушитель + колено Т25
5758,Втулка шатуна LL
6054,Гидравлический шланг
5432,Зеркало заднего вида Jinma (без кабины)
4393,Распылитель ID3 120 (120-015)
4314,Клапан впускной TY290/295
3746,"Шестигранная гайка низкая DIN936 M30x3.50 сталь, оцинкованная, класс 8 Kramp"
5159,"Винт с 6-гр.гол. M10x45 8,8"
1469,Уплотнение
4638,Ремкомплект двигателя YCD4G22T-115
5694,Подшипник
6303,Отвал бульдозерный гидроповоротный (для тяжелых бульдозерных работ) / планировочный с распоркой на задний мост (Беларус 1523)
